date,year,market,currency,price
2005-06-30,2005,EU_ETS,EUR,11.56
2005-07-01,2005,EU_ETS,EUR,11.48
2005-07-04,2005,EU_ETS,EUR,11.63
2005-07-05,2005,EU_ETS,EUR,12.1
2005-07-06,2005,EU_ETS,EUR,12.12
2005-07-07,2005,EU_ETS,EUR,12.31
2005-07-08,2005,EU_ETS,EUR,12.06
2005-07-11,2005,EU_ETS,EUR,12.56
2005-07-12,2005,EU_ETS,EUR,12.08
2005-07-13,2005,EU_ETS,EUR,12.21
2005-07-14,2005,EU_ETS,EUR,12.71
2005-07-15,2005,EU_ETS,EUR,12.66
2005-07-18,2005,EU_ETS,EUR,12.5
2005-07-19,2005,EU_ETS,EUR,12.33
2005-07-20,2005,EU_ETS,EUR,12.65
2005-07-21,2005,EU_ETS,EUR,12.57
2005-07-22,2005,EU_ETS,EUR,13.41
2005-07-25,2005,EU_ETS,EUR,13.29
2005-07-26,2005,EU_ETS,EUR,12.85
2005-07-27,2005,EU_ETS,EUR,12.83
2005-07-28,2005,EU_ETS,EUR,12.98
2005-07-29,2005,EU_ETS,EUR,13.11
2005-08-01,2005,EU_ETS,EUR,13.43
2005-08-02,2005,EU_ETS,EUR,13.94
2005-08-03,2005,EU_ETS,EUR,13.29
2005-08-04,2005,EU_ETS,EUR,14.49
2005-08-05,2005,EU_ETS,EUR,13.43
2005-08-08,2005,EU_ETS,EUR,13.46
2005-08-09,2005,EU_ETS,EUR,14.61
2005-08-10,2005,EU_ETS,EUR,14.54
2005-08-11,2005,EU_ETS,EUR,14.07
2005-08-12,2005,EU_ETS,EUR,14.33
2005-08-15,2005,EU_ETS,EUR,14.54
2005-08-16,2005,EU_ETS,EUR,14.5
2005-08-17,2005,EU_ETS,EUR,14.05
2005-08-18,2005,EU_ETS,EUR,13.7
2005-08-19,2005,EU_ETS,EUR,14.34
2005-08-22,2005,EU_ETS,EUR,15.53
2005-08-23,2005,EU_ETS,EUR,15.61
2005-08-24,2005,EU_ETS,EUR,14.87
2005-08-25,2005,EU_ETS,EUR,14.68
2005-08-26,2005,EU_ETS,EUR,15.2
2005-08-29,2005,EU_ETS,EUR,15.46
2005-08-30,2005,EU_ETS,EUR,15.58
2005-08-31,2005,EU_ETS,EUR,14.47
2005-09-01,2005,EU_ETS,EUR,16.75
2005-09-02,2005,EU_ETS,EUR,15.99
2005-09-05,2005,EU_ETS,EUR,15.66
2005-09-06,2005,EU_ETS,EUR,15.52
2005-09-07,2005,EU_ETS,EUR,16.26
2005-09-08,2005,EU_ETS,EUR,16.13
2005-09-09,2005,EU_ETS,EUR,16.03
2005-09-12,2005,EU_ETS,EUR,16.37
2005-09-13,2005,EU_ETS,EUR,16.21
2005-09-14,2005,EU_ETS,EUR,16.48
2005-09-15,2005,EU_ETS,EUR,16.68
2005-09-16,2005,EU_ETS,EUR,16.59
2005-09-19,2005,EU_ETS,EUR,16.76
2005-09-20,2005,EU_ETS,EUR,17.29
2005-09-21,2005,EU_ETS,EUR,16.11
2005-09-22,2005,EU_ETS,EUR,16.5
2005-09-23,2005,EU_ETS,EUR,16.91
2005-09-26,2005,EU_ETS,EUR,16.78
2005-09-27,2005,EU_ETS,EUR,16.98
2005-09-28,2005,EU_ETS,EUR,17.78
2005-09-29,2005,EU_ETS,EUR,17.22
2005-09-30,2005,EU_ETS,EUR,16.57
2005-10-03,2005,EU_ETS,EUR,17.35
2005-10-04,2005,EU_ETS,EUR,17.63
2005-10-05,2005,EU_ETS,EUR,17.68
2005-10-06,2005,EU_ETS,EUR,17.98
2005-10-07,2005,EU_ETS,EUR,18.01
2005-10-10,2005,EU_ETS,EUR,17.92
2005-10-11,2005,EU_ETS,EUR,17.52
2005-10-12,2005,EU_ETS,EUR,17.92
2005-10-13,2005,EU_ETS,EUR,17.9
2005-10-14,2005,EU_ETS,EUR,18.11
2005-10-17,2005,EU_ETS,EUR,18.76
2005-10-18,2005,EU_ETS,EUR,18.69
2005-10-19,2005,EU_ETS,EUR,18.95
2005-10-20,2005,EU_ETS,EUR,18.45
2005-10-21,2005,EU_ETS,EUR,19.41
2005-10-24,2005,EU_ETS,EUR,19.21
2005-10-25,2005,EU_ETS,EUR,19.0
2005-10-26,2005,EU_ETS,EUR,19.3
2005-10-27,2005,EU_ETS,EUR,18.76
2005-10-28,2005,EU_ETS,EUR,18.16
2005-10-31,2005,EU_ETS,EUR,19.04
2005-11-01,2005,EU_ETS,EUR,19.77
2005-11-02,2005,EU_ETS,EUR,19.5
2005-11-03,2005,EU_ETS,EUR,19.46
2005-11-04,2005,EU_ETS,EUR,19.18
2005-11-07,2005,EU_ETS,EUR,18.84
2005-11-08,2005,EU_ETS,EUR,20.57
2005-11-09,2005,EU_ETS,EUR,19.81
2005-11-10,2005,EU_ETS,EUR,19.76
2005-11-11,2005,EU_ETS,EUR,19.71
2005-11-14,2005,EU_ETS,EUR,20.88
2005-11-15,2005,EU_ETS,EUR,20.75
2005-11-16,2005,EU_ETS,EUR,19.88
2005-11-17,2005,EU_ETS,EUR,21.03
2005-11-18,2005,EU_ETS,EUR,20.42
2005-11-21,2005,EU_ETS,EUR,20.37
2005-11-22,2005,EU_ETS,EUR,20.6
2005-11-23,2005,EU_ETS,EUR,20.41
2005-11-24,2005,EU_ETS,EUR,20.2
2005-11-25,2005,EU_ETS,EUR,21.35
2005-11-28,2005,EU_ETS,EUR,21.02
2005-11-29,2005,EU_ETS,EUR,21.53
2005-11-30,2005,EU_ETS,EUR,21.42
2005-12-01,2005,EU_ETS,EUR,21.62
2005-12-02,2005,EU_ETS,EUR,20.32
2005-12-05,2005,EU_ETS,EUR,21.12
2005-12-06,2005,EU_ETS,EUR,21.96
2005-12-07,2005,EU_ETS,EUR,21.03
2005-12-08,2005,EU_ETS,EUR,21.98
2005-12-09,2005,EU_ETS,EUR,21.09
2005-12-12,2005,EU_ETS,EUR,22.04
2005-12-13,2005,EU_ETS,EUR,23.01
2005-12-14,2005,EU_ETS,EUR,22.6
2005-12-15,2005,EU_ETS,EUR,21.22
2005-12-16,2005,EU_ETS,EUR,22.77
2005-12-19,2005,EU_ETS,EUR,23.53
2005-12-20,2005,EU_ETS,EUR,24.18
2005-12-21,2005,EU_ETS,EUR,22.88
2005-12-22,2005,EU_ETS,EUR,21.92
2005-12-23,2005,EU_ETS,EUR,22.99
2005-12-26,2005,EU_ETS,EUR,23.87
2005-12-27,2005,EU_ETS,EUR,22.89
2005-12-28,2005,EU_ETS,EUR,23.67
2005-12-29,2005,EU_ETS,EUR,22.65
2005-12-30,2005,EU_ETS,EUR,23.41
2006-01-02,2006,EU_ETS,EUR,21.97
2006-01-03,2006,EU_ETS,EUR,22.9
2006-01-04,2006,EU_ETS,EUR,23.51
2006-01-05,2006,EU_ETS,EUR,23.36
2006-01-06,2006,EU_ETS,EUR,22.88
2006-01-09,2006,EU_ETS,EUR,23.54
2006-01-10,2006,EU_ETS,EUR,24.09
2006-01-11,2006,EU_ETS,EUR,23.91
2006-01-12,2006,EU_ETS,EUR,24.06
2006-01-13,2006,EU_ETS,EUR,24.53
2006-01-16,2006,EU_ETS,EUR,24.07
2006-01-17,2006,EU_ETS,EUR,25.19
2006-01-18,2006,EU_ETS,EUR,23.81
2006-01-19,2006,EU_ETS,EUR,25.68
2006-01-20,2006,EU_ETS,EUR,25.23
2006-01-23,2006,EU_ETS,EUR,24.51
2006-01-24,2006,EU_ETS,EUR,24.62
2006-01-25,2006,EU_ETS,EUR,24.99
2006-01-26,2006,EU_ETS,EUR,25.3
2006-01-27,2006,EU_ETS,EUR,25.68
2006-01-30,2006,EU_ETS,EUR,24.35
2006-01-31,2006,EU_ETS,EUR,25.52
2006-02-01,2006,EU_ETS,EUR,24.01
2006-02-02,2006,EU_ETS,EUR,25.26
2006-02-03,2006,EU_ETS,EUR,26.38
2006-02-06,2006,EU_ETS,EUR,24.74
2006-02-07,2006,EU_ETS,EUR,24.69
2006-02-08,2006,EU_ETS,EUR,25.9
2006-02-09,2006,EU_ETS,EUR,26.74
2006-02-10,2006,EU_ETS,EUR,26.1
2006-02-13,2006,EU_ETS,EUR,24.87
2006-02-14,2006,EU_ETS,EUR,25.07
2006-02-15,2006,EU_ETS,EUR,26.27
2006-02-16,2006,EU_ETS,EUR,25.51
2006-02-17,2006,EU_ETS,EUR,26.43
2006-02-20,2006,EU_ETS,EUR,26.66
2006-02-21,2006,EU_ETS,EUR,26.27
2006-02-22,2006,EU_ETS,EUR,27.9
2006-02-23,2006,EU_ETS,EUR,27.12
2006-02-24,2006,EU_ETS,EUR,27.61
2006-02-27,2006,EU_ETS,EUR,27.61
2006-02-28,2006,EU_ETS,EUR,26.94
2006-03-01,2006,EU_ETS,EUR,26.98
2006-03-02,2006,EU_ETS,EUR,26.97
2006-03-03,2006,EU_ETS,EUR,27.71
2006-03-06,2006,EU_ETS,EUR,26.99
2006-03-07,2006,EU_ETS,EUR,28.71
2006-03-08,2006,EU_ETS,EUR,27.05
2006-03-09,2006,EU_ETS,EUR,27.77
2006-03-10,2006,EU_ETS,EUR,27.53
2006-03-13,2006,EU_ETS,EUR,27.57
2006-03-14,2006,EU_ETS,EUR,29.5
2006-03-15,2006,EU_ETS,EUR,27.7
2006-03-16,2006,EU_ETS,EUR,27.86
2006-03-17,2006,EU_ETS,EUR,27.67
2006-03-20,2006,EU_ETS,EUR,28.36
2006-03-21,2006,EU_ETS,EUR,28.32
2006-03-22,2006,EU_ETS,EUR,27.67
2006-03-23,2006,EU_ETS,EUR,28.22
2006-03-24,2006,EU_ETS,EUR,29.03
2006-03-27,2006,EU_ETS,EUR,29.53
2006-03-28,2006,EU_ETS,EUR,28.86
2006-03-29,2006,EU_ETS,EUR,28.95
2006-03-30,2006,EU_ETS,EUR,28.71
2006-03-31,2006,EU_ETS,EUR,28.67
2006-04-03,2006,EU_ETS,EUR,28.56
2006-04-04,2006,EU_ETS,EUR,28.18
2006-04-05,2006,EU_ETS,EUR,28.85
2006-04-06,2006,EU_ETS,EUR,30.09
2006-04-07,2006,EU_ETS,EUR,29.17
2006-04-10,2006,EU_ETS,EUR,29.42
2006-04-11,2006,EU_ETS,EUR,29.47
2006-04-12,2006,EU_ETS,EUR,30.75
2006-04-13,2006,EU_ETS,EUR,29.19
2006-04-14,2006,EU_ETS,EUR,30.14
2006-04-17,2006,EU_ETS,EUR,29.85
2006-04-18,2006,EU_ETS,EUR,29.91
2006-04-19,2006,EU_ETS,EUR,29.99
2006-04-20,2006,EU_ETS,EUR,29.8
2006-04-21,2006,EU_ETS,EUR,30.31
2006-04-24,2006,EU_ETS,EUR,29.55
2006-04-25,2006,EU_ETS,EUR,30.84
2006-04-26,2006,EU_ETS,EUR,29.51
2006-04-27,2006,EU_ETS,EUR,28.2
2006-04-28,2006,EU_ETS,EUR,29.85
2006-05-01,2006,EU_ETS,EUR,29.52
2006-05-02,2006,EU_ETS,EUR,29.21
2006-05-03,2006,EU_ETS,EUR,28.95
2006-05-04,2006,EU_ETS,EUR,27.59
2006-05-05,2006,EU_ETS,EUR,27.66
2006-05-08,2006,EU_ETS,EUR,30.11
2006-05-09,2006,EU_ETS,EUR,28.43
2006-05-10,2006,EU_ETS,EUR,29.51
2006-05-11,2006,EU_ETS,EUR,27.62
2006-05-12,2006,EU_ETS,EUR,27.96
2006-05-15,2006,EU_ETS,EUR,29.05
2006-05-16,2006,EU_ETS,EUR,28.44
2006-05-17,2006,EU_ETS,EUR,28.85
2006-05-18,2006,EU_ETS,EUR,28.41
2006-05-19,2006,EU_ETS,EUR,28.22
2006-05-22,2006,EU_ETS,EUR,27.75
2006-05-23,2006,EU_ETS,EUR,27.35
2006-05-24,2006,EU_ETS,EUR,29.14
2006-05-25,2006,EU_ETS,EUR,29.21
2006-05-26,2006,EU_ETS,EUR,27.32
2006-05-29,2006,EU_ETS,EUR,27.13
2006-05-30,2006,EU_ETS,EUR,27.6
2006-05-31,2006,EU_ETS,EUR,28.03
2006-06-01,2006,EU_ETS,EUR,27.62
2006-06-02,2006,EU_ETS,EUR,28.05
2006-06-05,2006,EU_ETS,EUR,27.52
2006-06-06,2006,EU_ETS,EUR,27.43
2006-06-07,2006,EU_ETS,EUR,29.17
2006-06-08,2006,EU_ETS,EUR,27.05
2006-06-09,2006,EU_ETS,EUR,28.51
2006-06-12,2006,EU_ETS,EUR,28.22
2006-06-13,2006,EU_ETS,EUR,27.52
2006-06-14,2006,EU_ETS,EUR,25.85
2006-06-15,2006,EU_ETS,EUR,27.1
2006-06-16,2006,EU_ETS,EUR,26.68
2006-06-19,2006,EU_ETS,EUR,26.9
2006-06-20,2006,EU_ETS,EUR,26.13
2006-06-21,2006,EU_ETS,EUR,27.3
2006-06-22,2006,EU_ETS,EUR,27.41
2006-06-23,2006,EU_ETS,EUR,27.49
2006-06-26,2006,EU_ETS,EUR,26.3
2006-06-27,2006,EU_ETS,EUR,25.81
2006-06-28,2006,EU_ETS,EUR,26.69
2006-06-29,2006,EU_ETS,EUR,27.59
2006-06-30,2006,EU_ETS,EUR,26.4
2006-07-03,2006,EU_ETS,EUR,26.51
2006-07-04,2006,EU_ETS,EUR,26.01
2006-07-05,2006,EU_ETS,EUR,25.79
2006-07-06,2006,EU_ETS,EUR,26.5
2006-07-07,2006,EU_ETS,EUR,25.95
2006-07-10,2006,EU_ETS,EUR,26.14
2006-07-11,2006,EU_ETS,EUR,26.16
2006-07-12,2006,EU_ETS,EUR,26.01
2006-07-13,2006,EU_ETS,EUR,26.1
2006-07-14,2006,EU_ETS,EUR,25.15
2006-07-17,2006,EU_ETS,EUR,24.97
2006-07-18,2006,EU_ETS,EUR,25.47
2006-07-19,2006,EU_ETS,EUR,25.44
2006-07-20,2006,EU_ETS,EUR,25.07
2006-07-21,2006,EU_ETS,EUR,25.5
2006-07-24,2006,EU_ETS,EUR,25.79
2006-07-25,2006,EU_ETS,EUR,25.92
2006-07-26,2006,EU_ETS,EUR,26.01
2006-07-27,2006,EU_ETS,EUR,24.25
2006-07-28,2006,EU_ETS,EUR,24.3
2006-07-31,2006,EU_ETS,EUR,24.69
2006-08-01,2006,EU_ETS,EUR,24.87
2006-08-02,2006,EU_ETS,EUR,24.63
2006-08-03,2006,EU_ETS,EUR,24.39
2006-08-04,2006,EU_ETS,EUR,24.49
2006-08-07,2006,EU_ETS,EUR,24.84
2006-08-08,2006,EU_ETS,EUR,23.69
2006-08-09,2006,EU_ETS,EUR,25.92
2006-08-10,2006,EU_ETS,EUR,24.41
2006-08-11,2006,EU_ETS,EUR,24.99
2006-08-14,2006,EU_ETS,EUR,23.85
2006-08-15,2006,EU_ETS,EUR,24.5
2006-08-16,2006,EU_ETS,EUR,24.17
2006-08-17,2006,EU_ETS,EUR,24.58
2006-08-18,2006,EU_ETS,EUR,23.89
2006-08-21,2006,EU_ETS,EUR,24.81
2006-08-22,2006,EU_ETS,EUR,22.95
2006-08-23,2006,EU_ETS,EUR,24.34
2006-08-24,2006,EU_ETS,EUR,23.79
2006-08-25,2006,EU_ETS,EUR,23.08
2006-08-28,2006,EU_ETS,EUR,24.71
2006-08-29,2006,EU_ETS,EUR,24.59
2006-08-30,2006,EU_ETS,EUR,22.25
2006-08-31,2006,EU_ETS,EUR,23.49
2006-09-01,2006,EU_ETS,EUR,23.75
2006-09-04,2006,EU_ETS,EUR,23.45
2006-09-05,2006,EU_ETS,EUR,24.04
2006-09-06,2006,EU_ETS,EUR,23.87
2006-09-07,2006,EU_ETS,EUR,23.2
2006-09-08,2006,EU_ETS,EUR,24.35
2006-09-11,2006,EU_ETS,EUR,23.4
2006-09-12,2006,EU_ETS,EUR,22.61
2006-09-13,2006,EU_ETS,EUR,22.45
2006-09-14,2006,EU_ETS,EUR,23.43
2006-09-15,2006,EU_ETS,EUR,22.22
2006-09-18,2006,EU_ETS,EUR,22.29
2006-09-19,2006,EU_ETS,EUR,22.34
2006-09-20,2006,EU_ETS,EUR,22.63
2006-09-21,2006,EU_ETS,EUR,22.27
2006-09-22,2006,EU_ETS,EUR,21.61
2006-09-25,2006,EU_ETS,EUR,22.84
2006-09-26,2006,EU_ETS,EUR,21.92
2006-09-27,2006,EU_ETS,EUR,23.24
2006-09-28,2006,EU_ETS,EUR,22.21
2006-09-29,2006,EU_ETS,EUR,22.71
2006-10-02,2006,EU_ETS,EUR,22.2
2006-10-03,2006,EU_ETS,EUR,22.53
2006-10-04,2006,EU_ETS,EUR,22.07
2006-10-05,2006,EU_ETS,EUR,21.84
2006-10-06,2006,EU_ETS,EUR,22.26
2006-10-09,2006,EU_ETS,EUR,22.9
2006-10-10,2006,EU_ETS,EUR,21.33
2006-10-11,2006,EU_ETS,EUR,21.85
2006-10-12,2006,EU_ETS,EUR,21.37
2006-10-13,2006,EU_ETS,EUR,21.6
2006-10-16,2006,EU_ETS,EUR,21.21
2006-10-17,2006,EU_ETS,EUR,20.02
2006-10-18,2006,EU_ETS,EUR,20.98
2006-10-19,2006,EU_ETS,EUR,21.57
2006-10-20,2006,EU_ETS,EUR,20.59
2006-10-23,2006,EU_ETS,EUR,21.33
2006-10-24,2006,EU_ETS,EUR,20.9
2006-10-25,2006,EU_ETS,EUR,20.65
2006-10-26,2006,EU_ETS,EUR,21.18
2006-10-27,2006,EU_ETS,EUR,21.01
2006-10-30,2006,EU_ETS,EUR,20.73
2006-10-31,2006,EU_ETS,EUR,20.99
2006-11-01,2006,EU_ETS,EUR,20.52
2006-11-02,2006,EU_ETS,EUR,19.55
2006-11-03,2006,EU_ETS,EUR,20.13
2006-11-06,2006,EU_ETS,EUR,19.29
2006-11-07,2006,EU_ETS,EUR,20.46
2006-11-08,2006,EU_ETS,EUR,20.54
2006-11-09,2006,EU_ETS,EUR,20.51
2006-11-10,2006,EU_ETS,EUR,20.23
2006-11-13,2006,EU_ETS,EUR,20.33
2006-11-14,2006,EU_ETS,EUR,19.03
2006-11-15,2006,EU_ETS,EUR,19.69
2006-11-16,2006,EU_ETS,EUR,19.01
2006-11-17,2006,EU_ETS,EUR,19.47
2006-11-20,2006,EU_ETS,EUR,20.31
2006-11-21,2006,EU_ETS,EUR,20.0
2006-11-22,2006,EU_ETS,EUR,19.73
2006-11-23,2006,EU_ETS,EUR,19.27
2006-11-24,2006,EU_ETS,EUR,18.84
2006-11-27,2006,EU_ETS,EUR,19.26
2006-11-28,2006,EU_ETS,EUR,19.66
2006-11-29,2006,EU_ETS,EUR,19.27
2006-11-30,2006,EU_ETS,EUR,18.29
2006-12-01,2006,EU_ETS,EUR,19.03
2006-12-04,2006,EU_ETS,EUR,17.95
2006-12-05,2006,EU_ETS,EUR,19.17
2006-12-06,2006,EU_ETS,EUR,18.42
2006-12-07,2006,EU_ETS,EUR,18.13
2006-12-08,2006,EU_ETS,EUR,19.03
2006-12-11,2006,EU_ETS,EUR,18.76
2006-12-12,2006,EU_ETS,EUR,18.56
2006-12-13,2006,EU_ETS,EUR,19.44
2006-12-14,2006,EU_ETS,EUR,18.65
2006-12-15,2006,EU_ETS,EUR,18.01
2006-12-18,2006,EU_ETS,EUR,18.4
2006-12-19,2006,EU_ETS,EUR,17.99
2006-12-20,2006,EU_ETS,EUR,18.65
2006-12-21,2006,EU_ETS,EUR,18.15
2006-12-22,2006,EU_ETS,EUR,18.14
2006-12-25,2006,EU_ETS,EUR,17.2
2006-12-26,2006,EU_ETS,EUR,17.81
2006-12-27,2006,EU_ETS,EUR,17.71
2006-12-28,2006,EU_ETS,EUR,17.24
2006-12-29,2006,EU_ETS,EUR,17.54
2007-01-01,2007,EU_ETS,EUR,17.68
2007-01-02,2007,EU_ETS,EUR,17.44
2007-01-03,2007,EU_ETS,EUR,16.79
2007-01-04,2007,EU_ETS,EUR,17.23
2007-01-05,2007,EU_ETS,EUR,17.1
2007-01-08,2007,EU_ETS,EUR,17.24
2007-01-09,2007,EU_ETS,EUR,17.15
2007-01-10,2007,EU_ETS,EUR,16.89
2007-01-11,2007,EU_ETS,EUR,16.82
2007-01-12,2007,EU_ETS,EUR,16.99
2007-01-15,2007,EU_ETS,EUR,17.23
2007-01-16,2007,EU_ETS,EUR,16.89
2007-01-17,2007,EU_ETS,EUR,17.33
2007-01-18,2007,EU_ETS,EUR,17.16
2007-01-19,2007,EU_ETS,EUR,17.26
2007-01-22,2007,EU_ETS,EUR,17.06
2007-01-23,2007,EU_ETS,EUR,17.09
2007-01-24,2007,EU_ETS,EUR,15.92
2007-01-25,2007,EU_ETS,EUR,16.61
2007-01-26,2007,EU_ETS,EUR,16.8
2007-01-29,2007,EU_ETS,EUR,16.73
2007-01-30,2007,EU_ETS,EUR,15.8
2007-01-31,2007,EU_ETS,EUR,16.32
2007-02-01,2007,EU_ETS,EUR,16.04
2007-02-02,2007,EU_ETS,EUR,16.71
2007-02-05,2007,EU_ETS,EUR,15.28
2007-02-06,2007,EU_ETS,EUR,15.47
2007-02-07,2007,EU_ETS,EUR,15.02
2007-02-08,2007,EU_ETS,EUR,15.73
2007-02-09,2007,EU_ETS,EUR,16.53
2007-02-12,2007,EU_ETS,EUR,15.46
2007-02-13,2007,EU_ETS,EUR,15.47
2007-02-14,2007,EU_ETS,EUR,15.6
2007-02-15,2007,EU_ETS,EUR,15.29
2007-02-16,2007,EU_ETS,EUR,15.43
2007-02-19,2007,EU_ETS,EUR,15.29
2007-02-20,2007,EU_ETS,EUR,14.78
2007-02-21,2007,EU_ETS,EUR,15.01
2007-02-22,2007,EU_ETS,EUR,15.28
2007-02-23,2007,EU_ETS,EUR,15.3
2007-02-26,2007,EU_ETS,EUR,15.3
2007-02-27,2007,EU_ETS,EUR,14.89
2007-02-28,2007,EU_ETS,EUR,14.84
2007-03-01,2007,EU_ETS,EUR,14.94
2007-03-02,2007,EU_ETS,EUR,14.4
2007-03-05,2007,EU_ETS,EUR,14.25
2007-03-06,2007,EU_ETS,EUR,14.38
2007-03-07,2007,EU_ETS,EUR,13.93
2007-03-08,2007,EU_ETS,EUR,14.48
2007-03-09,2007,EU_ETS,EUR,14.66
2007-03-12,2007,EU_ETS,EUR,13.89
2007-03-13,2007,EU_ETS,EUR,14.24
2007-03-14,2007,EU_ETS,EUR,13.82
2007-03-15,2007,EU_ETS,EUR,13.64
2007-03-16,2007,EU_ETS,EUR,14.68
2007-03-19,2007,EU_ETS,EUR,13.46
2007-03-20,2007,EU_ETS,EUR,13.32
2007-03-21,2007,EU_ETS,EUR,13.78
2007-03-22,2007,EU_ETS,EUR,13.75
2007-03-23,2007,EU_ETS,EUR,13.84
2007-03-26,2007,EU_ETS,EUR,14.16
2007-03-27,2007,EU_ETS,EUR,13.16
2007-03-28,2007,EU_ETS,EUR,13.18
2007-03-29,2007,EU_ETS,EUR,13.87
2007-03-30,2007,EU_ETS,EUR,13.59
2007-04-02,2007,EU_ETS,EUR,13.4
2007-04-03,2007,EU_ETS,EUR,12.89
2007-04-04,2007,EU_ETS,EUR,13.41
2007-04-05,2007,EU_ETS,EUR,13.25
2007-04-06,2007,EU_ETS,EUR,13.0
2007-04-09,2007,EU_ETS,EUR,12.61
2007-04-10,2007,EU_ETS,EUR,12.78
2007-04-11,2007,EU_ETS,EUR,13.24
2007-04-12,2007,EU_ETS,EUR,12.31
2007-04-13,2007,EU_ETS,EUR,12.36
2007-04-16,2007,EU_ETS,EUR,12.27
2007-04-17,2007,EU_ETS,EUR,12.29
2007-04-18,2007,EU_ETS,EUR,12.36
2007-04-19,2007,EU_ETS,EUR,12.62
2007-04-20,2007,EU_ETS,EUR,12.41
2007-04-23,2007,EU_ETS,EUR,12.14
2007-04-24,2007,EU_ETS,EUR,12.16
2007-04-25,2007,EU_ETS,EUR,12.22
2007-04-26,2007,EU_ETS,EUR,11.49
2007-04-27,2007,EU_ETS,EUR,12.26
2007-04-30,2007,EU_ETS,EUR,11.55
2007-05-01,2007,EU_ETS,EUR,11.61
2007-05-02,2007,EU_ETS,EUR,11.79
2007-05-03,2007,EU_ETS,EUR,11.62
2007-05-04,2007,EU_ETS,EUR,11.74
2007-05-07,2007,EU_ETS,EUR,11.5
2007-05-08,2007,EU_ETS,EUR,11.32
2007-05-09,2007,EU_ETS,EUR,11.8
2007-05-10,2007,EU_ETS,EUR,11.51
2007-05-11,2007,EU_ETS,EUR,11.35
2007-05-14,2007,EU_ETS,EUR,11.31
2007-05-15,2007,EU_ETS,EUR,10.88
2007-05-16,2007,EU_ETS,EUR,11.64
2007-05-17,2007,EU_ETS,EUR,10.68
2007-05-18,2007,EU_ETS,EUR,10.96
2007-05-21,2007,EU_ETS,EUR,10.71
2007-05-22,2007,EU_ETS,EUR,10.65
2007-05-23,2007,EU_ETS,EUR,10.57
2007-05-24,2007,EU_ETS,EUR,10.44
2007-05-25,2007,EU_ETS,EUR,10.91
2007-05-28,2007,EU_ETS,EUR,10.14
2007-05-29,2007,EU_ETS,EUR,10.66
2007-05-30,2007,EU_ETS,EUR,10.52
2007-05-31,2007,EU_ETS,EUR,10.21
2007-06-01,2007,EU_ETS,EUR,10.39
2007-06-04,2007,EU_ETS,EUR,10.07
2007-06-05,2007,EU_ETS,EUR,9.79
2007-06-06,2007,EU_ETS,EUR,9.75
2007-06-07,2007,EU_ETS,EUR,10.13
2007-06-08,2007,EU_ETS,EUR,10.07
2007-06-11,2007,EU_ETS,EUR,9.84
2007-06-12,2007,EU_ETS,EUR,9.64
2007-06-13,2007,EU_ETS,EUR,9.64
